Project,Product,Component,Found,Severity,ISSS,ISOIB,DDTS,Title,RNE,Description,PSIRT
CSC.voice,ciscocm,ccm-serviceability,customer-use,3,0,0,CSCvg89116,Cisco Unified Communications Manager Cross-Site Scripting Vulnerability," $$IGNORE-PSIRT  Symptoms:  A vulnerability in the web-based management interface of Cisco Unified Communications Manager could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) attack against a user of the web-based management interface of an affected device.  The vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected device. An attacker could exploit this vulnerability by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser-based information.  Conditions: Device configured with default configuration.  Workaround: None.  Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 6.1: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N/E:X/RL:X/RC:X  No CVE ID has been assigned to this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html",See Big_Description Enclosure.," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.physec,vsm,server,customer-use,6,0,0,CSCvf56008,Disable TLS 1.0 and 1.1 from server-side," Symptoms: This is a modification on the product to disable obsolete protocols (TLS1.0/1.1) or make them configurable in line with best practices to enhance  the  security posture and resiliency of the VSM Software.  Conditions: Device configured with default configuration.  Vulnerability scanner finds issue with TLS 1.0 and 1.1 enabled.  Workaround: Not applicable or available.   Further Problem Description: This issue was found during an internal security audit of the product. This issue should not be made public as it is an internal hardening issue to be considered for integration.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via  normal resolution  channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another  evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ",CU requesting ability to disable TLS 1.0 and 1.1 on server-side of VSM," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.netbu,pix-asa,webvpn-other,customer-use,2,0,0,CSCsm77958,ASA may crash while processing PPPoE and SSL VPN transactions," Symptom: When clientless SSL VPN client attempts to connect to ASA,  ASA crashes with threadname : IP Thread followed by the output below:  assertion ""t-stack[0] == STKINIT"" failed: file ""thread.c"", line 709  Condition: - when clientless webvpn user attempts to establish SSL VPN.  Workaround:  None at this point","When the clientless webvpn clients attempts to establish SSL VPN, the following crashinfo is outputted:An internal error occurred.  Specifically, a programming assertion wasviolated.  Copy the error message exactly as it appears, and get theoutput of the show version command and the contents of the configurationfile.  Then call your technical support representative.assertion ;t->stack[0] == STKINIT; failed: file ;thread.c;, line 709Thread Name: IP Thread (Old pc 0x08469ee6 ebp 0xd541b328)Abort: Assert failure    vector 0x00000020       edi 0x09151a28       esi 0x0923c56e       ebp 0xd0b248f8       esp 0xd0b248f8       ebx 0x000002c5       edx 0x00000000       ecx 0x098d437c       eax 0x099f3c60error code n/a       eip 0x090d884d        cs 0x00000073    eflags 0x00003246       CR2 0x00000000Cisco Adaptive Security Appliance Software Version 8.0(3) Compiled on Tue 06-Nov-07 22:59 by buildersHardware:   ASA5510Crashinfo collected on 14:43:08.329 JST Tue Feb 19 2008Traceback:0: 08059a0e1: 0805a1522: 088ebe293: dd7a86d54: dd6a71e05: 0806000a6: 080608377: 0805cc778: 088ecfcd9: 088eb3bc10: dd7a3a1c11: dd74b7d7Stack dump: base:0xd0b24878 size:64, active:64 entries above '==': return PC preceded by input parameters entries below '==': local variables followed by saved regs             '==Fn': stack frame n, contains next stack frame                '*': stack pointer at crash"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.ena,all,tty-vty,customer-use,2,0,0,CSCte01589,Unable to execute commands through telnet/ssh session," Symptom:  telnet/ssh to the router prints incomplete output and then hangs. It does not  respond to ""ENTER"".   It may respond to CTRL-C but this does not restore a complete correct  behavior.      Conditions:      This happens after multiple VTY sessions being opened and closed at the same   time, or after a session has been terminated while still receiving output.      Workaround:     Using ""terminal length 0"" is a partial workaround.        Recovery:      Create a new telnet/ssh session. FIRST command to execute from this session   is  ""proc restart devc-vty"".       OR      Connect to the router through a Console  port   recover by executing ""proc restart devc-vty"" command.          ",See Big Description.  (Changed due to PSIRT Tooling issue)," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue. "
CSC.netbu,pix-asa,image-mgt,customer-use,3,0,0,CSCud21312,ASA verify /md5 shows incorrect sum for files," Symptom: When running the ""verify /md5"" checksum command on a Adaptive Security  Appliance(ASA) the returned results show a different md5 checksum value.   Conditions: ASA 5580 platform ASA running image 8.4.1 and higher  Workaround:  This problem does not occur with 9.0.1  ","When uploading a image over tftp/http/ftp and running the ;verify /md5; command to verify that the checksum is correct, the value returned is incorrect. A reload of the ASA confirms that the image uploaded is still functional. If you reupload the image, the md5 sum calculated will change everytime.This bug breaks Cisco Security Manager (CSM) Image Manager functionality"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.content-security,esa,amp,customer-use,6,0,0,CSCvg28922,[ENH] Ability to take action on emails skipping file analysis due to upload limit for appliance.," $$IGNORE  Symptoms: The inability to capture messages that have not been AMP scanned (due to the upload limit being exceeded), an individual can send multiple attachments to put the appliance over the AMP upload limit. Once the AMP upload limit has been breached they then send the zero day attachment with the malicious payload and the email would end up bypassing file analysis completely.  Conditions: AMP File reputation and File Analysis enabled on the ESA.  Workaround: The customer can request for the AMP upload limit to be exceeded, however that would not be a fix since a targeted attack can still bypass the limit available.  Further Problem Description: None  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution  channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","1. Product(s) this request or change applies towards (ESA/SMA/WSA, plug-in, etc):ESA2. Version of the product (AsyncOS, plug-in, etc) currently deployed:10.0.0-2033. Please describe how the current limitation(s) impacts business:The inability to capture messages that have not been AMP scanned (due to the upload limit being exceeded), an individual can send multiple attachments to put the appliance over the AMP upload limit. Once the AMP upload limit has been breached they then send the zero day attachment with the malicious payload and the email would end up bypassing file analysis completely.    4. Describe how the system behavior could be enhanced, or changed, to facilitate business needs:The customer would like a way to quarantine all emails once the upload limit exceeds, strip attachments and deliver emails or insert a header that can be used to take action on emails using content filters before end of workqueue processing.5. If there is a particular vision for how this would be implemented, please outline that:Currently incoming mail policies AMP configuration allows to take action on malicious, unscannable or emails with file analysis pending. The customer would like an option to be added to take action on emails that skipped file analysis due to upload limit exceeding.6. Additional comments, suggestions:The customer can request for the AMP upload limit to be exceeded, however that would not be a fix since a targeted attack can still bypass the limit available."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE. "
CSC.cc.icm,icm,outbound,customer-use,3,0,0,CSCua36577,SCCP dialer attempting callback for successful calls.," Symptom: If the auto answer is not enabled and the agent answers the call after 5 seconds, the call gets disconnected on the dialer with the call result ""16""(abandon). But, actually the call gets connected with the customer; both agent and customer can talk to each other. As the call got disconnected with the call result ""16"", the dialer will again attempt the same call. Hence, the customer is called multiple times by the dialer.  Conditions: This issue has been seen when auto answer is not enabled.  Workaround: If auto answer is enabled or if the agent is answering the call before 5 seconds/2 rings the issue is not seen.   PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  Further Problem Description:  ","If the auto answer is not enabled and the agent answers the call after 5 seconds, the call gets disconnected on the dialer with the call result ;16;(abandon). But, actually the call gets connected with the customer; both agent and customer can talk to each other. As the call got disconnected with the call result ;16;, the dialer will again attempt the same call. Hence, the customer is called multiple times by the dialer.The minidump shows:Exception code: C0000005 ACCESS_VIOLATIONCall stack:00401B02  01FAFDD4  CCallbackDialer::DialCustomer+390040365F  01FAFDF8  CCallbackReservation::OnCallDataUpdateEvent+F100403C52  01FAFE10  CCallbackReservation::CTIEvent+AB"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue. "
CSC.policy-mgmt,positron,ui-fw,customer-use,4,0,0,CSCus37428,Cookie without HttpOnly flag set under posutre condition profiles," Symptom: Missing HttpOnly Attribute in 'username' Cookie  Conditions: /admin/*.* does not set 'HttpOnly' attribute for the cookie.  Workaround: None.  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via  normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another  evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","Issue:The following cookie was issued by the application and does not have the HttpOnly flag set:username=admin; Path=/; SecureThe cookie does not appear to contain a session token, which may reduce the risk associated with this issue. You should review the contents of the cookie to determine its function.Setup:Issue was reproduced using fresh install of ISE 1.4.0.134 and also under 1.3 FCS release Conditions/Trigger/How to reproduce:Run internal scanner of burp proxy pro for postureFileConditionAction.do,postureApplicationConditionAction.do, postureServiceConditionAction.do methodsImpact:This bug has security. We should not allow for malformed data to be submitted as it leads data corruption and UI instability.Workaround:No workaround"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.netbu,pix-asa,webvpn-config,customer-use,2,0,0,CSCvd93105,clear text passwords are retained in webvpn session records, $$IGNORE  internal security enhancement,"While investigating possible causes of PSIRT-0169104494, it was observed that the ASA retains clear text  user passwords in WEBVPN_SESSION records.  This is done so that we can support SSO features in webvpn.If the dependent features are still required, we need to find a way to store these passwords in encrypted form."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.ena,all,ip-udp,customer-use,2,0,0,CSCue69413,show packet-memory show UDP hold packets and never free, Symptom: Cisco IOS XR Software version 4.3.1 contains a vulnerability that could result in complete packet memory exhaustion.  Successful exploitation could render critical services on the affected device unable to allocate packets resulting in a denial of service (DoS) condition.  Cisco has released free software updates that address this vulnerability.   Workarounds that mitigate this vulnerability are available.  This advisory is available at the following link:   http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20131002-iosxr  Conditions: See Affected Products section of the advisory.  Workaround: See Workarounds section of the advisory.  Further Problem Description: See PSIRT Security Advisory.  PSIRT Evaluation: Cisco has released free software updates that address this vulnerability. Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html     ,"show packet-memory show UDP hold packets and never free, this might be triggered receiving malformed UDP packetsRP/0/RP0/CPU0:Sec-CRS1#show packet-memory summaryProcId   JobId Count  Percentage Process739020993     403 17992     100.00% pkg/bin/udp"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.sys,asr1k,asr1k-chassismgr,customer-use,2,0,0,CSCuz50664,"ASR1001x router may see a IOSXE-WATCHDOG crash in the ""SNMP ENGINE"" process"," Symptom: ASR1001x router may see a IOSXE-WATCHDOG crash in the ""SNMP ENGINE"" process when polling the EIGRP MIB  Router(config-router-af)# IOSXE-WATCHDOG: Process = SNMP ENGINE -Traceback= 1#f64d76e418c90a6501cfc1e888936c0b  :7FBF5E87F000+10A07898 :7FBF5E87F000+FA93085 :7FBF5E87F000+FA9330C :7FBF5E87F000+7A88B61 :7FBF5E87F000+7A886F5 :7FBF5E87F000+7A88459 :7FBF5E87F000+A632114 :7FBF5E87F000+A5F6A4B :7FBF5E87F000+A5DAF52 :7FBF5E87F000+A61BD9E Writing crashinfo to bootflash:crashinfo_RP_00_00_20160428-135352-PDTApr 28 13:55:46.267 R0/0: %PMAN-3-PROCHOLDDOWN: The process linux_iosd-image has been helddown (rc 142) Apr 28 13:55:46.493 R0/0: %PMAN-0-PROCFAILCRIT: A critical process linux_iosd_image has failed (rc 142)  Conditions: SNMP polling done on device from external collectors like Cisco Prime and Live Action. MIBS involving ifindex was polled.  Workaround: No-workaround.  Further Problem Description:  ","Testing IWAN2.1.1 with Single DC. Features enabled are PfRv3, DMVPN, Crypto, HQoS, AVC, PBR, ACL, SNMP, EIGRP, OSPFThis router was workiing fine when I had only EIGRP routing on both LAN and WAN as one process. This was under test for several weeks on the same image. I had to migrate the LAN side routing to OSPF and during this migration process, I see this router continuously crashing in SNMP code. SNMP is needed for polling the device from external collectors like Cisco Prime and Live Action. I could not recover from this state at all. Had to disable SNMP to continue testing.core files @ /auto/tftp-nbar-sjc/rmurthy/IWAN2-HE-BR2_RP_0_linux_iosd-imag_24559_1461886536.core.gzcrashinfo file @ /auto/tftp-nbar-sjc/rmurthy/crashinfo_RP_00_00_20160428-163533-PDT"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.content-security,wsa,authentication,customer-use,2,0,0,CSCup14456,Remove messages result in new mappings on WSA," $$IGNORE  Symptoms:  Conditions:  Workaround:  Further Problem Description: PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","The ;remove; message from CDA contains the IP address that should be removed from the IP->User table within UDS. The incorrect logic in UDS is that if the IP is not in the mapping table when this packet arrives, it incorrectly assumes it needs to create a mapping before checking the action of ;remove;. It does check the ;remove; action if the IP mapping exists. [ Noting function def update_mapping_database(self, pkt) ]Just from a logic standpoint the code seems to be incorrect. The request action of 'remove' should be checked before any creation of mapping entries can be done. This code hasn't changed from 7.5 to 8.0"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.voice,jabber-windows,security,customer-use,6,0,0,CSCuq92694,Jabber-config.xml file password clear-text vulnerability," Symptom: A vulnerability in the jabber-config.xml file of the Cisco Jabber client could allow an unauthenticated, remote attacker to have ''read'' access to part of the information stored in the affected system.  The vulnerability is due to improper sanitization of system files.  Conditions: Devices running an affected version of the Cisco Jabber client software.  Workaround: None.  Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","When the Jabber-config.xml file is downloaded to the jabber machine, an authenticated user password is seen in clear-text.You do NOT need to be authenticated to download the xml file which reveils the password.Please refer to the attached screenshot from the customer for further details - internal_network_pass_removed.pngNOTE: Some customers have raised the concern that the file should not be visible via unauthenticated HTTP access.  Network design and IP filtering are becoming harder to achieve this given access required on soft clients beyond the voice vlan."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.datacenter,ucs-blade-server,ucsm,customer-use,4,0,0,CSCuo64143,Apache does not properly remove whitespace characters (CVE-2013-6438)," Symptoms: Cisco Unified Computing System manager includes a version of Apache that is affected by the vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) IDs:  CVE-2013-6438: The dav_xml_get_cdata function in main/util.c in the mod_dav module in the Apache HTTP Server before 2.4.8 does not properly remove whitespace characters from CDATA sections, which allows remote attackers to cause a denial of service (daemon crash) via a crafted DAV WRITE request. This has been classified by the vendor as having a CVSSv2 score of 5.0 (AV:N/AC:L/AU:N/C:N/I:N/A:P)  Cisco has analyzed these vulnerabilities and concluded that the product is not impacted  Conditions: Not applicable  Workaround: Not applicable  Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html  PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ","The dav_xml_get_cdata function in main/util.c in the mod_dav module in the Apache HTTP Server before 2.4.8 does not properly remove whitespace characters from CDATA sections, which allows remote attackers to cause a denial of service (daemon crash) via a crafted DAV WRITE request."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.security,acs5,radius,customer-use,3,0,0,CSCuc93503,"ACS doesn't reply with ""Access-Reject"" for request sent without user/pw"," Symptom:  RADIUS Request dropped : 11021 RADIUS could not decipher password. packet missing necessary attributes The message is presented in logs, however nothing is sent back to a client.  Conditions: Cisco ACS 5.x version  Workaround:  Correct the client, so it will not generate RADIUS requests without user or password fields. PSIRT Evaluation: The Cisco PSIRT has evaluated this issue and does not meet the criteria for PSIRT ownership or involvement. This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this issue, please contact psirt@cisco.com for another evaluation.  Additional information on Cisco's security vulnerability policy can be found at the following URL:  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","ACS 5.3.0.40 doesn't reply with ?Access-Reject? for NAS ?Access-Request? sent without any user and password attributes.ACS behavior is not changing, even after setting action to ?REJECT? for ?If user not found? or ?If process failed? (Access Policies\Default Network Access\Identity\Advanced Options).RADIUS Request dropped : 11021 RADIUS could not decipher password. packet missing necessary attributesThis ACS 5.3.0.40 behavior is different comparing to ACS 4.2, where server always reply to NAS with ?Access-Reject? packet for such ?bad request? by default.This issue causes mark Radius service as inaccessible and fall back to another configured authentication method on NAS.Capture taken on ASA regarding communication with ACS 4.2 (bad request was rejected properly)http://www-tac.cisco.com/Teams/ks/c3/getLargeFile.php?srId=623491223&fileName=20121016-140630_861-2.pcapCapture taken on ASA regarding communication with ACS 5.3.0.40http://www-tac.cisco.com/Teams/ks/c3/getLargeFile.php?srId=623491223&fileName=20121019-131042_csm_asa86_radius.pcap"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
CSC.csg,train,mcclient,customer-use,1,0,0,CSCvc86959,Cisco WebEx Browser Extension Remote Code Execution Vulnerability," Symptom: A vulnerability in the Cisco WebEx browser extensions provided by Cisco WebEx Meetings Server and Cisco WebEx Meetings Center could allow an unauthenticated, remote attacker to execute arbitrary code on a targeted system.  The vulnerability is due to the use of a crafted pattern by the affected software. An attacker could exploit this vulnerability by directing a user to a web page that contains the crafted pattern and starting a WebEx session. The WebEx session could allow the attacker to execute arbitrary code on the affected system, which could be used to conduct further attacks.  Conditions: This vulnerability affects all current, previous, and deprecated versions of the Cisco WebEx browser extensions for Chrome, Firefox, and Internet Explorer for Windows.  Workaround: None.  Further Problem Description: Cisco has released software updates that address this vulnerability.  This advisory is available at the following link: https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170124-webex  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 8.8: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H  CVE ID CVE-2017-3823 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","Cisco's WebEx extension (jlhmfgmfgeifomenelglieieghnjghma) has ~20M active users, and is part of Cisco's popular web conferencing software.The extension works on any URL that contains the magic pattern ;cwcsf-nativemsg-iframe-43c85c0d-d633-af5e-c056-32dc7efc570b.html;, which can be extracted from the extensions manifest. Note that the pattern can occur in an iframe, so there is not necessarily any user-visible indication of what is happening, visiting any website would be enough.The extension uses nativeMessaging, so this magic string is enough for any website to execute arbitrary code (!!).The protocol the extension uses is complicated, using CustomEvent() objects to pass JSON messages between the webpage, the extension and the native code.Stepping through an initialization, a website must first request that the extension open a port for communication, like this:document.dispatchEvent(new CustomEvent(;connect;, { detail: { token: ;token; }})); // token can be any stringThen messages can passed to native code via ;message; events. Note that these cannot be MessageEvent() objects, and you cannot use the postMessage API, they have to be CustomEvent() objects.There are a few different message types, such as ;hello;, ;disconnect;, etc. The most interesting is ;launch_meeting;:    document.dispatchEvent(new CustomEvent(;message;, { detail: {            message: JSON.stringify(msg),            message_type: ;launch_meeting;,            timestamp: (new Date()).toUTCString(),            token: ;token;        }    }));See Large Description."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated by PSIRT and does not meet the criteria for PSIRT ownership or involvement.  This issue will be addressed via normal resolution channels.  If you believe that there is new information that would cause a change in the severity of this defect, please contact psirt@cisco.com for another evaluation.  The public Release-note Enclosure will serve as the customer notification for the issue."
